ID,Sex_ Female,Race_ White,Employment class_ ?,Employment class_ Federal-gov,Employment class_ Local-gov,Employment class_ Private,Employment class_ Self-emp-inc,Employment class_ Self-emp-not-inc,Employment class_ State-gov,Employment class_ Without-pay,Occupation_ ?,Occupation_ Adm-clerical,Occupation_ Armed-Forces,Occupation_ Craft-repair,Occupation_ Exec-managerial,Occupation_ Farming-fishing,Occupation_ Handlers-cleaners,Occupation_ Machine-op-inspct,Occupation_ Other-service,Occupation_ Priv-house-serv,Occupation_ Prof-specialty,Occupation_ Protective-serv,Occupation_ Sales,Occupation_ Tech-support,Occupation_ Transport-moving,Married,Age_normalize,Education_years_n,Fnlwgt_normalize,Work_hours_per_week_n,Capital_n,US_born
33309,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1643835616438356,0.4,0.20594675856009226,0.47959183673469385,-0.12844462026120232,1
2559,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.684931506849315,0.6,0.34695746039155384,0.3979591836734694,-0.12844462026120232,1
30488,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5753424657534246,0.6,0.4383743718937917,0.5510204081632653,-0.39748642342781887,1
44657,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.273972602739726,0.7333333333333333,0.23004132458332188,0.3979591836734694,14.129060029902279,0
33104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0410958904109589,0.5333333333333333,0.06983906065515252,0.3979591836734694,-0.12844462026120232,0
16779,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3561643835616438,0.8,0.17821054943847991,0.5,-0.12844462026120232,1
11901,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3698630136986301,0.8666666666666667,0.07068683242263654,0.41836734693877553,-0.39591808223288893,1
37899,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3424657534246575,0.8666666666666667,0.16560037343145062,0.47959183673469385,-0.39748642342781887,1
34014,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0.5333333333333333,0.09819736950492874,0.3979591836734694,-0.12844462026120232,1
12981,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.410958904109589,0.8666666666666667,0.2300533375435899,0.3979591836734694,-0.12844462026120232,1
35272,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.273972602739726,0.6,0.12159346769543371,0.4489795918367347,-0.12844462026120232,1
28166,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0684931506849315,0.6666666666666666,0.06473955902138993,0.4387755102040816,-0.12844462026120232,1
20474,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0958904109589041,0.5333333333333333,0.15650227216562784,0.29591836734693877,-0.12844462026120232,1
14935,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7397260273972602,0.6666666666666666,0.16937759136714353,0.3979591836734694,-0.12844462026120232,1
18251,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273972602739726,0.5333333333333333,0.22828829045278565,0.3979591836734694,-0.12844462026120232,1
31867,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7534246575342466,0.5333333333333333,0.06013773717015843,0.15306122448979592,-0.12844462026120232,1
14800,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4657534246575342,0.5333333333333333,0.15807425382355364,0.3979591836734694,-0.12844462026120232,1
15521,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.273972602739726,0.6666666666666666,0.0805777890661468,0.3979591836734694,-0.12844462026120232,1
125,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.410958904109589,0.13333333333333333,0.14247370877838492,0.3979591836734694,-0.12844462026120232,0
45260,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0136986301369863,0.4,0.0953957755567149,0.19387755102040816,-0.12844462026120232,0
24310,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3561643835616438,0.5333333333333333,0.12041705565776106,0.3979591836734694,-0.12844462026120232,1
38869,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.06922811581866609,0.3979591836734694,-0.35685212883190703,1
41711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0684931506849315,0.6,0.09568322853455614,0.24489795918367346,-0.12844462026120232,1
18195,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4657534246575342,0.5333333333333333,0.006823361432219446,0.3979591836734694,-0.12844462026120232,1
18703,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2191780821917808,0.8,0.17397512287542216,0.5,0.1855087716693168,1
5127,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.410958904109589,0.8,0.23048923638759988,0.3979591836734694,-0.12844462026120232,1
8609,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3150684931506849,0.7333333333333333,0.08808932150800407,0.5,0.9676832985225539,1
10411,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3561643835616438,0.26666666666666666,0.4971580768280293,0.5,-0.12844462026120232,1
19706,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1095890410958904,0.5333333333333333,0.13044530327576265,0.3979591836734694,-0.12844462026120232,1
25198,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1232876712328767,0.6,0.22116975342540982,0.3979591836734694,-0.12844462026120232,1
34942,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1095890410958904,0.6,0.38654531288613087,0.3979591836734694,-0.12844462026120232,1
31680,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.136986301369863,0.8,0.10271338449710316,0.3469387755102041,-0.12844462026120232,1
25427,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0958904109589041,0.8,0.08849604601993465,0.3979591836734694,-0.12844462026120232,1
3619,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0821917808219178,0.5333333333333333,0.2340888341250446,0.4489795918367347,-0.12844462026120232,1
46997,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3287671232876712,0.5333333333333333,0.14509339218539774,0.3979591836734694,-0.12844462026120232,1
317,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3287671232876712,0.8,0.07838284961146655,0.3979591836734694,-0.12844462026120232,1
10491,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2602739726027397,0.6666666666666666,0.12371804552568715,0.3979591836734694,-0.12844462026120232,1
22673,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0410958904109589,0.3333333333333333,0.016510097751173836,0.3979591836734694,-0.12844462026120232,1
30749,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1780821917808219,0.6,0.2238314821933606,0.47959183673469385,-0.12844462026120232,1
14307,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.273972602739726,0.6666666666666666,0.23480274719239957,0.3469387755102041,-0.39748642342781887,1
33633,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2328767123287671,0.8,0.1125013729097449,0.3979591836734694,-0.12844462026120232,1
5532,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3698630136986301,0.4,0.07733343172519838,0.45918367346938777,-0.12844462026120232,0
6514,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3835616438356164,0.6,0.10414121063181306,0.3979591836734694,-0.12844462026120232,1
20122,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3013698630136986,0.5333333333333333,0.2885289958538126,0.45918367346938777,-0.39748642342781887,1
41920,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2328767123287671,0.6,0.2532683832614844,0.6020408163265306,-0.12844462026120232,1
3008,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6301369863013698,0.8,0.23943116916993876,0.3979591836734694,1.3835788681235186,1
7583,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2191780821917808,0.8,0.12331818556248113,0.5,-0.12844462026120232,0
42449,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1780821917808219,0.7333333333333333,0.038310188363217,0.3979591836734694,-0.12844462026120232,1
18413,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.684931506849315,0.5333333333333333,0.1490482303193388,0.10204081632653061,0.41591235085175043,1
15213,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7945205479452054,0.6,0.25476485488344,0.07142857142857142,-0.12844462026120232,1
15542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2328767123287671,0.5333333333333333,0.03681972322139543,0.3979591836734694,-0.12844462026120232,1
1198,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.4657534246575342,0.5333333333333333,0.13813273977868695,0.5,-0.12844462026120232,1
14819,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1917808219178082,0.8,0.46218920755649523,0.46938775510204084,-0.12844462026120232,1
33488,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.410958904109589,0.5333333333333333,0.16004352123891374,0.5612244897959183,-0.12844462026120232,1
12044,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1506849315068493,0.5333333333333333,0.01606218594689585,0.47959183673469385,-0.12844462026120232,1
21486,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.3561643835616438,0.5333333333333333,0.1345923487739916,0.15306122448979592,-0.12844462026120232,1
14932,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3424657534246575,0.8,0.11859451797138856,0.4489795918367347,-0.12844462026120232,1
36656,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3424657534246575,0.8,0.021613031659298718,0.6020408163265306,-0.12844462026120232,1
11478,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0547945205479452,0.5333333333333333,0.028119765781597517,0.3979591836734694,-0.12844462026120232,1
24153,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3287671232876712,0.5333333333333333,0.07699535270051347,0.3979591836734694,1.9166722979274293,1
9779,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1232876712328767,0.7333333333333333,0.09559398940113677,0.3979591836734694,-0.12844462026120232,0
17822,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1917808219178082,0.2,0.2687170501661221,0.3979591836734694,-0.12844462026120232,1
18586,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.136986301369863,0.5333333333333333,0.21259421593124467,0.6020408163265306,-0.12844462026120232,1
38985,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2602739726027397,0.8,0.1027331200746863,0.5,0.4968957870990415,1
10089,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3972602739726027,0.5333333333333333,0.07110127955188227,0.24489795918367346,-0.12844462026120232,1
15028,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4383561643835616,0.5333333333333333,0.06823704659655674,0.3979591836734694,-0.12844462026120232,1
2271,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4794520547945205,0.5333333333333333,0.09435579642494303,0.3979591836734694,-0.12844462026120232,1
35426,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2054794520547945,0.6,0.008598705346110546,0.3979591836734694,-0.12844462026120232,0
22596,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0136986301369863,0.4,0.16948227573519317,0.11224489795918367,-0.12844462026120232,1
18370,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4383561643835616,0.6,0.14395645130289134,0.4489795918367347,-0.12844462026120232,1
41899,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1643835616438356,0.6,0.10159875339795162,0.40816326530612246,-0.12844462026120232,1
47497,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3287671232876712,0.5333333333333333,0.2779344229660342,0.35714285714285715,-0.12844462026120232,1
41828,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3287671232876712,0.8,0.11785743705208819,0.5,0.4968957870990415,1
20679,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.410958904109589,1.0,0.14916063730470358,0.5,14.129060029902279,1
1636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1232876712328767,0.2,0.234371996759933,0.3979591836734694,-0.12844462026120232,1
45736,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0410958904109589,0.6,0.20533838792937753,0.24489795918367346,-0.12844462026120232,1
8848,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3013698630136986,0.5333333333333333,0.010041118646860156,0.3979591836734694,-0.12844462026120232,1
28142,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4246575342465753,0.6,0.0685442351519811,0.37755102040816324,-0.3551412111647107,1
41223,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0410958904109589,0.6,0.1469142137345891,0.3979591836734694,-0.12844462026120232,1
33376,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0684931506849315,0.8,0.1562148191877866,0.14285714285714285,-0.12844462026120232,1
35551,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410958904109589,0.3333333333333333,0.08203049918998324,0.3979591836734694,-0.12844462026120232,1
7879,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4246575342465753,0.3333333333333333,0.08035469123259836,0.3469387755102041,-0.12844462026120232,1
3211,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0958904109589041,0.6,0.28357193360608474,0.3979591836734694,-0.12844462026120232,1
29909,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4246575342465753,0.8,0.03884047475218979,0.46938775510204084,-0.12844462026120232,1
39658,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3424657534246575,0.6,0.15213556110821275,0.3979591836734694,-0.12844462026120232,1
30105,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5068493150684932,0.6,0.29675015102007196,0.3979591836734694,-0.12844462026120232,0
13209,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3835616438356164,0.8,0.0816726845877152,0.3469387755102041,-0.12844462026120232,1
38980,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4657534246575342,0.5333333333333333,0.16855298745160494,0.42857142857142855,-0.12844462026120232,1
22657,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5205479452054794,0.3333333333333333,0.00643723056646256,0.6020408163265306,-0.12844462026120232,1
11136,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2876712328767123,0.5333333333333333,0.22227322963288393,0.47959183673469385,-0.12844462026120232,1
29045,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2191780821917808,0.9333333333333333,0.10381943491034899,0.3979591836734694,-0.12844462026120232,1
19423,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1917808219178082,0.7333333333333333,0.015287350009610368,0.24489795918367346,-0.12844462026120232,1
13433,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4520547945205479,0.8,0.016045024575084433,0.3979591836734694,-0.12844462026120232,0
18826,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.410958904109589,0.6,0.1627395727504874,0.3979591836734694,-0.12844462026120232,1
44849,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1917808219178082,0.8,0.11248850188088635,0.7040816326530612,-0.12844462026120232,1
13920,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0410958904109589,0.4666666666666667,0.18652523408111152,0.3469387755102041,-0.12844462026120232,0
28504,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3972602739726027,0.8666666666666667,0.1854337708339054,0.6020408163265306,-0.12844462026120232,1
39538,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136986301369863,0.6,0.1367332299074659,0.29591836734693877,-0.12844462026120232,1
47811,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0410958904109589,0.5333333333333333,0.10258553227710811,0.29591836734693877,-0.12844462026120232,1
38664,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0136986301369863,0.4,0.15657349185864522,0.030612244897959183,-0.12844462026120232,1
10257,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410958904109589,0.6666666666666666,0.07924177627062796,0.3979591836734694,-0.12844462026120232,1
11645,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5753424657534246,0.26666666666666666,0.31116741947884347,0.3979591836734694,-0.12844462026120232,1
7424,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4246575342465753,0.6,0.2375580054367226,0.5,-0.12844462026120232,1
42723,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3150684931506849,0.5333333333333333,0.19369268101814988,0.3979591836734694,-0.12844462026120232,1
8348,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3835616438356164,0.5333333333333333,0.10301456657239354,0.5,-0.12844462026120232,1
19433,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5753424657534246,0.5333333333333333,0.13116179054888932,0.37755102040816324,-0.12844462026120232,0
27316,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2465753424657534,0.5333333333333333,0.15484705785441666,0.3979591836734694,-0.12844462026120232,1
35484,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1780821917808219,0.8,0.08316744007248963,0.6020408163265306,3.839173449966993,1
38360,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6301369863013698,0.3333333333333333,0.020678594964167057,0.3979591836734694,-0.12844462026120232,1
30264,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.547945205479452,0.5333333333333333,0.01934773058019166,0.3979591836734694,-0.12844462026120232,0
31050,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1506849315068493,0.8,0.08336822812268321,0.6020408163265306,-0.12844462026120232,1
35834,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2602739726027397,0.8,0.03982296328839342,0.3979591836734694,-0.12844462026120232,1
14553,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0.5333333333333333,0.30938006260468437,0.3979591836734694,-0.12844462026120232,1
6179,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0821917808219178,0.7333333333333333,0.16148936681402565,0.24489795918367346,-0.12844462026120232,1
12173,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0547945205479452,0.6,0.19807397924160466,0.09183673469387756,-0.12844462026120232,1
25836,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410958904109589,0.6,0.1367881462972624,0.3979591836734694,-0.12844462026120232,1
31588,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0.4,0.22759068068865151,0.24489795918367346,-0.12844462026120232,1
40278,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1780821917808219,0.5333333333333333,0.2814053104148933,0.6020408163265306,-0.12844462026120232,1
7866,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3698630136986301,0.8,0.14296967242373487,0.45918367346938777,-0.12844462026120232,1
35615,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2602739726027397,0.6,0.09556738927482908,0.4489795918367347,-0.12844462026120232,1
47604,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.589041095890411,0.2,0.027523408111150772,0.3979591836734694,-0.12844462026120232,1
37592,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4383561643835616,0.6,0.026903024520168045,0.3163265306122449,-0.12844462026120232,1
27597,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3698630136986301,0.8,0.17113234163486093,0.3979591836734694,-0.12844462026120232,1
7578,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6986301369863014,1.0,0.28504008896455146,0.7040816326530612,-0.12844462026120232,1
24914,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0958904109589041,0.5333333333333333,0.33717118811609326,0.3979591836734694,-0.12844462026120232,0
29143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8493150684931506,0.6666666666666666,0.056430880858892335,0.19387755102040816,-0.12844462026120232,1
3501,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1095890410958904,0.8,0.2215790521431121,0.5,-0.12844462026120232,1
1792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0821917808219178,0.5333333333333333,0.19740983415250282,0.7551020408163265,-0.12844462026120232,1
45847,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2191780821917808,0.5333333333333333,0.07875696751695543,0.35714285714285715,-0.12844462026120232,1
32473,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3561643835616438,0.6,0.0592230360526099,0.6020408163265306,-0.12844462026120232,1
23550,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5205479452054794,0.5333333333333333,0.0841636577061424,0.3979591836734694,0.9676832985225539,1
30613,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3013698630136986,0.6,0.23004132458332188,0.3979591836734694,-0.12844462026120232,1
47804,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6986301369863014,0.4,0.2545417570498915,0.19387755102040816,-0.12844462026120232,1
40425,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.273972602739726,0.8,0.06858713858150965,0.5,-0.4103183059317911,1
11934,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2054794520547945,0.6,0.16643527417007606,0.3979591836734694,-0.12844462026120232,1
5684,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2328767123287671,0.5333333333333333,0.14679494220049974,0.3979591836734694,-0.12844462026120232,1
